Authors,Author Ids,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Funding Details,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Access Type,Source,EID
"Baker W.B.","56913722000;","How the university may help in training the nature teacher",1929,"General Science Quarterly","14","1",,"320","330",,,"10.1002/sce.3730140107","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944814078&doi=10.1002%2fsce.3730140107&partnerID=40&md5=ecc631863780a8b92f35526f97ae171b","Emory University, Georgia, United States","Baker, W.B., Emory University, Georgia, United States",[No abstract available],,,,"Baker, W.B.; Emory University, Georgia, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944814078
"Fox E.","57197622397;","Experiment: Comparative effects of radiant energy upon land and water surfaces",1929,"General Science Quarterly","13","3",,"180","180",,,"10.1002/sce.3730130309","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944827829&doi=10.1002%2fsce.3730130309&partnerID=40&md5=ae2afe58bf1da24fa80672aeb6d33fc1","Hughes High School, Cincinnati, Ohio, United States","Fox, E., Hughes High School, Cincinnati, Ohio, United States",[No abstract available],,,,"Fox, E.; Hughes High School, Cincinnati, Ohio, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944827829
"Whitman W.G.","56914043700;","Form of outline for science units in a teacher's manual—elementary science or nature study",1929,"General Science Quarterly","13","4",,"258","259",,,"10.1002/sce.3730130411","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944825093&doi=10.1002%2fsce.3730130411&partnerID=40&md5=87c0e5f296dd5138f2faa6e890186d8e","State Normal School, Salem, Massachusetts, United States","Whitman, W.G., State Normal School, Salem, Massachusetts, United States",[No abstract available],,,,"Whitman, W.G.; State Normal School, Salem, Massachusetts, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944825093
"Persing E.C.","56914516900;","A unit for junior high school science: Carpet sweepers and vacuum cleaners",1929,"General Science Quarterly","13","2",,"79","81",,,"10.1002/sce.3730130203","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944827824&doi=10.1002%2fsce.3730130203&partnerID=40&md5=d2fbc44ed78ee5592f665f7d82fdaadd","School of Education, Western Reserve University, United States","Persing, E.C., School of Education, Western Reserve University, United States",[No abstract available],,,,"Persing, E.C.; School of Education, Western Reserve UniversityUnited States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944827824
"Heald F.E.","56914160700;","Biology in rural high schools correlated with farm, home and community",1929,"General Science Quarterly","14","1",,"345","360",,,"10.1002/sce.3730140111","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944827814&doi=10.1002%2fsce.3730140111&partnerID=40&md5=39787d5bbd599851e5e096722d230896","Massachusetts Department of Education, United States","Heald, F.E., Massachusetts Department of Education, United States",[No abstract available],,,,"Heald, F.E.; Massachusetts Department of EducationUnited States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944827814
[No author name available],[No author id available],"Science articles in current periodicals",1929,"General Science Quarterly","13","4",,"288","292",,,"10.1002/sce.3730130417","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944824239&doi=10.1002%2fsce.3730130417&partnerID=40&md5=99dccac40f647ad800b762ce489c2250",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944824239
[No author name available],[No author id available],"A note to the teacher",1929,"General Science Quarterly","14","1",,"381","382",,,"10.1002/sce.3730140114","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944813383&doi=10.1002%2fsce.3730140114&partnerID=40&md5=26185031d39af40f6376508d2f3790fb",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944813383
[No author name available],[No author id available],"Minutes of the first meeting of the national association for research in science teaching",1929,"General Science Quarterly","13","4",,"276","278",,,"10.1002/sce.3730130414","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944812935&doi=10.1002%2fsce.3730130414&partnerID=40&md5=9e03b5b0d4af511966cfdca9294c5d35",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944812935
"Cureton E.E.","56952474900;","The subject‐matter of general science",1929,"General Science Quarterly","13","4",,"236","249",,,"10.1002/sce.3730130409","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944816733&doi=10.1002%2fsce.3730130409&partnerID=40&md5=b7233808e903090bfcfab7a9cb4fb50b","Territorial Normal and Training School, Honolulu, Hawaii, United States","Cureton, E.E., Territorial Normal and Training School, Honolulu, Hawaii, United States",[No abstract available],,,,"Cureton, E.E.; Territorial Normal and Training School, Honolulu, Hawaii, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944816733
"Garman C.W.","56914292000;","Collecting as an educational factor",1929,"General Science Quarterly","13","3",,"161","164",,,"10.1002/sce.3730130306","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944816358&doi=10.1002%2fsce.3730130306&partnerID=40&md5=d4be37ccccea2124c8d6bb07d7c13964","State Teachers College, East Stroudsburg, Pennsylvania, United States","Garman, C.W., State Teachers College, East Stroudsburg, Pennsylvania, United States",[No abstract available],,,,"Garman, C.W.; State Teachers College, East Stroudsburg, Pennsylvania, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944816358
[No author name available],[No author id available],"Science articles in current periodicals",1929,"General Science Quarterly","14","1",,"390","392",,,"10.1002/sce.3730140116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944821904&doi=10.1002%2fsce.3730140116&partnerID=40&md5=f757ef1b83b145bb87f890e2ac1a0ce6",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944821904
"Pieper C.J., Glenn E.R., Whitman W.G.","56913965500;56914029500;56914043700;","National association for research in science teaching",1929,"General Science Quarterly","14","1",,"394","394",,,"10.1002/sce.3730140118","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944819574&doi=10.1002%2fsce.3730140118&partnerID=40&md5=7287423c9002c7497c3c179774d9102d","School of Education, N Y. University, United States; New Jersey College of Education, Montclair, New Jersey, United States; State Normal School, Salem, Massachusetts, United States","Pieper, C.J., School of Education, N Y. University, United States; Glenn, E.R., New Jersey College of Education, Montclair, New Jersey, United States; Whitman, W.G., State Normal School, Salem, Massachusetts, United States",[No abstract available],,,,"Pieper, C.J.; School of Education, N Y. UniversityUnited States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944819574
"Kilzer L.R.","56914310900;","The mathematics needed in high school physics",1929,"General Science Quarterly","14","1",,"335","344",,,"10.1002/sce.3730140110","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944827813&doi=10.1002%2fsce.3730140110&partnerID=40&md5=a787bbc3928d016b5603b1a0dfa6997c","University of Wyoming, United States","Kilzer, L.R., University of Wyoming, United States",[No abstract available],,,,"Kilzer, L.R.; University of WyomingUnited States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944827813
"Mcclunpha T.","56914567600;","Camping: Ninth grade science",1929,"General Science Quarterly","13","3",,"164","166",,,"10.1002/sce.3730130307","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944814697&doi=10.1002%2fsce.3730130307&partnerID=40&md5=34de9849d48a1b126762bfe05ea9a90f","Theodore Roosevelt Junior High School, Amsterdam, New York, United States","Mcclunpha, T., Theodore Roosevelt Junior High School, Amsterdam, New York, United States",[No abstract available],,,,"Mcclunpha, T.; Theodore Roosevelt Junior High School, Amsterdam, New York, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944814697
[No author name available],[No author id available],"Water power in the united states",1929,"General Science Quarterly","13","2",,"115","115",,,"10.1002/sce.3730130211","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944815503&doi=10.1002%2fsce.3730130211&partnerID=40&md5=3409aae3eb4740b5bf93edb143e3f005",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944815503
"Eikenberry W.L.","56914446800;","The national association for research in science teaching",1929,"General Science Quarterly","13","4",,"197","199",,,"10.1002/sce.3730130402","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944816449&doi=10.1002%2fsce.3730130402&partnerID=40&md5=4b99a2273e36533949d580d2b31de859",,"Eikenberry, W.L.",[No abstract available],,,,"Eikenberry, W.L.",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944816449
"Underhill O.E.","56914527700;","Home made apparatus",1929,"General Science Quarterly","13","3",,"147","153",,,"10.1002/sce.3730130303","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944818227&doi=10.1002%2fsce.3730130303&partnerID=40&md5=48995a92165310661c0b3072009279ff","Wheeler School, Providence, United States","Underhill, O.E., Wheeler School, Providence, United States",[No abstract available],,,,"Underhill, O.E.; Wheeler School, Providence, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944818227
"Heffner J.S.","56914022000;","Moral attitudes in general science",1929,"General Science Quarterly","13","3",,"127","139",,,"10.1002/sce.3730130301","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944816435&doi=10.1002%2fsce.3730130301&partnerID=40&md5=901b4204b01083130a6d67e2596aab3e","In General Science, Central High School, Cleveland, Ohio, United States","Heffner, J.S., In General Science, Central High School, Cleveland, Ohio, United States",[No abstract available],,,,"Heffner, J.S.; In General Science, Central High School, Cleveland, Ohio, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944816435
"Spalt M.C.","56914522800;","An assembly progam: Galileo's awakening",1929,"General Science Quarterly","13","4",,"250","257",,,"10.1002/sce.3730130410","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944811585&doi=10.1002%2fsce.3730130410&partnerID=40&md5=d57306c3fd95d1ba158200e81946f4ca","Brownell Junior High School, Cleveland, Ohio, United States","Spalt, M.C., Brownell Junior High School, Cleveland, Ohio, United States",[No abstract available],,,,"Spalt, M.C.; Brownell Junior High School, Cleveland, Ohio, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944811585
"Miller D.W.","56913536000;","Suggested programs for a science club",1929,"General Science Quarterly","14","1",,"331","334",,,"10.1002/sce.3730140108","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944813995&doi=10.1002%2fsce.3730140108&partnerID=40&md5=4659ebc9f765f7d143652a6fbd51d15c","The Bouvé School, Boston, Massachusetts, United States","Miller, D.W., The Bouvé School, Boston, Massachusetts, United States",[No abstract available],,,,"Miller, D.W.; The Bouvé School, Boston, Massachusetts, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944813995
"Klopp W.J.","56914409400;","Laboratory vs. demonstration — are we confusing the issue?",1929,"General Science Quarterly","13","2",,"98","100",,,"10.1002/sce.3730130207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944827822&doi=10.1002%2fsce.3730130207&partnerID=40&md5=5b7754a789edcea5cb98f3985fa9a546","Woodrow Wilson High School, Long Beach, California, United States","Klopp, W.J., Woodrow Wilson High School, Long Beach, California, United States",[No abstract available],,,,"Klopp, W.J.; Woodrow Wilson High School, Long Beach, California, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944827822
"Kennedy M.","56913659400;","A college course in general science",1928,"General Science Quarterly","13","1",,"9","10",,,"10.1002/sce.3730130103","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944821906&doi=10.1002%2fsce.3730130103&partnerID=40&md5=b46f4cb1255e1b718b58342056dd0a48","State Teachers College, Farmville, Virginia, United States","Kennedy, M., State Teachers College, Farmville, Virginia, United States",[No abstract available],,,,"Kennedy, M.; State Teachers College, Farmville, Virginia, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944821906
"Broughton M.G., Eaton M.E.","56914194300;56913859300;","Rushing the message: A short play on communication",1928,"General Science Quarterly","12","3",,"486","492",,,"10.1002/sce.3730120308","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944828762&doi=10.1002%2fsce.3730120308&partnerID=40&md5=fe633dad1f5d7037cf91f97f3e229426","State Normal School, Salem, Massachusetts, United States","Broughton, M.G., State Normal School, Salem, Massachusetts, United States; Eaton, M.E., State Normal School, Salem, Massachusetts, United States",[No abstract available],,,,"Broughton, M.G.; State Normal School, Salem, Massachusetts, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944828762
"Dunbar R.E.","16050279300;","Sources of free material for science instruction",1928,"General Science Quarterly","12","4",,"551","556",,,"10.1002/sce.3730120408","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944812665&doi=10.1002%2fsce.3730120408&partnerID=40&md5=f2f69ac99410e35e36db6562e3fb0b31","Dakota Wesleyan University, Mitchell, South Dakota, United States","Dunbar, R.E., Dakota Wesleyan University, Mitchell, South Dakota, United States",[No abstract available],,,,"Dunbar, R.E.; Dakota Wesleyan University, Mitchell, South Dakota, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944812665
"Frank J.O.","16050391600;","The need for standards in courses in the teaching of general science",1928,"General Science Quarterly","12","3",,"431","443",,,"10.1002/sce.3730120301","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944812171&doi=10.1002%2fsce.3730120301&partnerID=40&md5=03c502c5c0087af1aa9c40038f8b29d2","State Teachers College, Oshkosh, Wisconsin, United States","Frank, J.O., State Teachers College, Oshkosh, Wisconsin, United States",[No abstract available],,,,"Frank, J.O.; State Teachers College, Oshkosh, Wisconsin, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944812171
[No author name available],[No author id available],"Science articles in current periodicals",1928,"General Science Quarterly","13","1",,"58","58",,,"10.1002/sce.3730130111","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944827816&doi=10.1002%2fsce.3730130111&partnerID=40&md5=324dce21ff8d89899c070cc5865338fd",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944827816
"Underhill O.E.","56914527700;","An assembly program: Edison",1928,"General Science Quarterly","12","4",,"539","548",,,"10.1002/sce.3730120406","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944817418&doi=10.1002%2fsce.3730120406&partnerID=40&md5=3c68b0b039e29edc050af5799161bd12","Wheeler School, Providence, United States","Underhill, O.E., Wheeler School, Providence, United States",[No abstract available],,,,"Underhill, O.E.; Wheeler School, Providence, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944817418
"Finegan T.E.","56914313300;","An experiment in the development of classroom films",1928,"General Science Quarterly","12","2",,"391","406",,2,"10.1002/sce.3730120203","https://www.scopus.com/inward/record.uri?eid=2-s2.0-53149097901&doi=10.1002%2fsce.3730120203&partnerID=40&md5=812930203afbb7a366d525d635627cf7","Teaching Film Department, Eastman Kodak Company","Finegan, T.E., Teaching Film Department, Eastman Kodak Company",[No abstract available],,,,"Finegan, T.E.; Teaching Film Department, Eastman Kodak Company",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-53149097901
