Authors,Author Ids,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Funding Details,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Access Type,Source,EID
"Curtis F.D.","25955657900;","Providing for individual differences in the general science class",1930,"Science Education","14","2",,"399","407",,,"10.1002/sce.3730140201","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944825096&doi=10.1002%2fsce.3730140201&partnerID=40&md5=8d4766986657547047d42598af05c9f8","University of Michigan, United States","Curtis, F.D., University of Michigan, United States",[No abstract available],,,,"Curtis, F.D.; University of MichiganUnited States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944825096
"Bradley E.W.","56913762000;","The contract plan in general science",1930,"Science Education","14","2",,"407","414",,,"10.1002/sce.3730140202","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944819576&doi=10.1002%2fsce.3730140202&partnerID=40&md5=a589a9ae24335e63418a5310dd68f5e1","Lakeview Junior High School, Oakland, California, United States","Bradley, E.W., Lakeview Junior High School, Oakland, California, United States",[No abstract available],,,,"Bradley, E.W.; Lakeview Junior High School, Oakland, California, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944819576
"Bruce G.Y.","56914036000;","The new jersey nature study and elementary science course of study",1930,"Science Education","14","4",,"600","607",,,"10.1002/sce.3730140404","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944816445&doi=10.1002%2fsce.3730140404&partnerID=40&md5=3b346641f0b571e531b7792bb903422a","Summit High School, Summit, New Jersey, United States","Bruce, G.Y., Summit High School, Summit, New Jersey, United States",[No abstract available],,,,"Bruce, G.Y.; Summit High School, Summit, New Jersey, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944816445
"Brett H.K.","56914374400;","The doan school science curriculum center",1930,"Science Education","14","4",,"608","620",,,"10.1002/sce.3730140406","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944821864&doi=10.1002%2fsce.3730140406&partnerID=40&md5=c4c9aefe530502abab9ea595615ce53d","Doan School, Cleveland, Ohio, United States","Brett, H.K., Doan School, Cleveland, Ohio, United States",[No abstract available],,,,"Brett, H.K.; Doan School, Cleveland, Ohio, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944821864
"Hitchcock O.J.","56914587800;","How can various nature activities in a community be articulated?",1930,"Science Education","14","2",,"425","427",,,"10.1002/sce.3730140207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944812061&doi=10.1002%2fsce.3730140207&partnerID=40&md5=16ae13b62c37bf8fd425f96cfe3ce8ef","First National Bank, Havelock, Nebraska, United States","Hitchcock, O.J., First National Bank, Havelock, Nebraska, United States",[No abstract available],,,,"Hitchcock, O.J.; First National Bank, Havelock, Nebraska, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944812061
"Kitzmiller A.B.","56914383700;","Certain vocabulary problems in high school chemistry",1930,"Science Education","15","1",,"33","43",,,"10.1002/sce.3730150105","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944814232&doi=10.1002%2fsce.3730150105&partnerID=40&md5=d61258620464f30058c0ee33513c2780","Mount Union College, United States","Kitzmiller, A.B., Mount Union College, United States",[No abstract available],,,,"Kitzmiller, A.B.; Mount Union CollegeUnited States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944814232
[No author name available],[No author id available],"By‐laws",1930,"Science Education","14","3",,"559","559",,,"10.1002/sce.3730140316","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944817766&doi=10.1002%2fsce.3730140316&partnerID=40&md5=4c95b50da2a398bfc4ffdfce54d31b81",,"",[No abstract available],,,,,,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944817766
"Hurd A.W.","36732738700;","Achievements of students in physics",1930,"Science Education","14","2",,"437","447",,1,"10.1002/sce.3730140210","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928999317&doi=10.1002%2fsce.3730140210&partnerID=40&md5=91e923a078d65f8595d4e9a274166ff4","Institute of School Experimentation, Teachers College, Columbia University, United States","Hurd, A.W., Institute of School Experimentation, Teachers College, Columbia University, United States",[No abstract available],,,,"Hurd, A.W.; Institute of School Experimentation, Teachers College, Columbia UniversityUnited States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84928999317
"Harap H., Persing E.C.","56914500300;56914516900;","The present objectives in general science",1930,"Science Education","14","3",,"477","497",,,"10.1002/sce.3730140301","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944812668&doi=10.1002%2fsce.3730140301&partnerID=40&md5=c6ee2334743ae472c65326a1f869423e","School of Education, Western Reserve University, Cleveland, United States","Harap, H., School of Education, Western Reserve University, Cleveland, United States; Persing, E.C., School of Education, Western Reserve University, Cleveland, United States",[No abstract available],,,,"Harap, H.; School of Education, Western Reserve University, Cleveland, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944812668
[No author name available],[No author id available],"Guilty gullies and erosions",1930,"Science Education","14","3",,"517","517",,,"10.1002/sce.3730140305","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944818461&doi=10.1002%2fsce.3730140305&partnerID=40&md5=94df1299f7dcff2a73c543fa0ece9876",,"",[No abstract available],,,,,,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944818461
"Carpenter H.A.","56913988900;","Success in physics and chemistry in relation to general science and biology",1930,"Science Education","14","4",,"589","599",,,"10.1002/sce.3730140403","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944819536&doi=10.1002%2fsce.3730140403&partnerID=40&md5=2345c6407ef21fbcdeac25eee1fcc8aa","Rochester, New York, United States","Carpenter, H.A., Rochester, New York, United States",[No abstract available],,,,"Carpenter, H.A., Rochester, New York, United States",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944819536
[No author name available],[No author id available],"Members of the national association for research in science teaching",1930,"Science Education","14","3",,"560","561",,,"10.1002/sce.3730140317","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944811988&doi=10.1002%2fsce.3730140317&partnerID=40&md5=2646e24d77ac4247103b9228d81780f6",,"",[No abstract available],,,,,,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944811988
[No author name available],[No author id available],"Science in doane school, clevelakd",1930,"Science Education","14","4",,"607","607",,,"10.1002/sce.3730140405","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944820920&doi=10.1002%2fsce.3730140405&partnerID=40&md5=31fbdda2de0af05689c4b08d5c3bcc78",,"",[No abstract available],,,,,,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944820920
"Parker M.E.","56913631400;","Benefits derived from a general science demonstration file",1930,"Science Education","15","1",,"44","47",,,"10.1002/sce.3730150107","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944821839&doi=10.1002%2fsce.3730150107&partnerID=40&md5=13bee2c14a86d32b15919271ca628d18",,"Parker, M.E.",[No abstract available],,,,"Parker, M.E.",,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944821839
[No author name available],[No author id available],"Constitution and by‐laws of the national association for research in science teaching",1930,"Science Education","14","3",,"558","558",,,"10.1002/sce.3730140315","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944814442&doi=10.1002%2fsce.3730140315&partnerID=40&md5=3cfb18d3b7eed223037a8c2a156ef145",,"",[No abstract available],,,,,,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944814442
[No author name available],[No author id available],"The new books",1930,"Science Education","14","3",,"562","576",,,"10.1002/sce.3730140318","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944814473&doi=10.1002%2fsce.3730140318&partnerID=40&md5=de054dc013d2da631b6cebaa664793b1",,"",[No abstract available],,,,,,,00368326,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944814473
"Watkins R.K.","56913816900;","What price laboratory instruction in high school science",1929,"General Science Quarterly","13","2",,"70","78",,,"10.1002/sce.3730130202","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944827825&doi=10.1002%2fsce.3730130202&partnerID=40&md5=a31f0c4241d9248bd0af627cfd8e59d6","University of Missouri, United States","Watkins, R.K., University of Missouri, United States",[No abstract available],,,,"Watkins, R.K.; University of MissouriUnited States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944827825
[No author name available],[No author id available],"Dinner meeting monday evening, february 24th, 1930",1929,"General Science Quarterly","14","1",,"396","396",,,"10.1002/sce.3730140120","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944819575&doi=10.1002%2fsce.3730140120&partnerID=40&md5=a0a54837365b80399767ac72cf3fe7ec",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944819575
[No author name available],[No author id available],"Science education enlarges its editorial staff",1929,"General Science Quarterly","14","1",,"295","297",,,"10.1002/sce.3730140101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944811778&doi=10.1002%2fsce.3730140101&partnerID=40&md5=e8aec0014e33db8520c73ec390f26b4a",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944811778
[No author name available],[No author id available],"Are “cool” colors cool?",1929,"General Science Quarterly","14","1",,"319","319",,,"10.1002/sce.3730140106","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944816903&doi=10.1002%2fsce.3730140106&partnerID=40&md5=4951b28f051bf9bdcbd2ce623a2ef97f",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944816903
"Frank T.O.","56913792000;","The conduct of courses in the teaching of high school chemistry",1929,"General Science Quarterly","13","4",,"211","216",,,"10.1002/sce.3730130405","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944814466&doi=10.1002%2fsce.3730130405&partnerID=40&md5=387ee035351d0a56b4260178c47d957c","State Teachers College, Oshkosh, Wisconsin, United States","Frank, T.O., State Teachers College, Oshkosh, Wisconsin, United States",[No abstract available],,,,"Frank, T.O.; State Teachers College, Oshkosh, Wisconsin, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944814466
[No author name available],[No author id available],"A modern miracle‐paper making",1929,"General Science Quarterly","13","4",,"266","275",,,"10.1002/sce.3730130413","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944817068&doi=10.1002%2fsce.3730130413&partnerID=40&md5=140eaa1dbcbd9064db1138b333cd9387",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944817068
[No author name available],[No author id available],"What girl scouts should know about fire prevention",1929,"General Science Quarterly","13","2",,"111","114",,,"10.1002/sce.3730130209","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944814872&doi=10.1002%2fsce.3730130209&partnerID=40&md5=e9fd1939b440269246ca4ba826aae3d4",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944814872
"Watkins R.K.","56913816900;","Equipment for teaching physics in northeast missouri high schools",1929,"General Science Quarterly","13","4",,"199","207",,,"10.1002/sce.3730130403","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944814713&doi=10.1002%2fsce.3730130403&partnerID=40&md5=bc7c5968fe044dcd2aaaa571e8977b0e","University of Missouri, United States","Watkins, R.K., University of Missouri, United States",[No abstract available],,,,"Watkins, R.K.; University of MissouriUnited States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944814713
"Eikenberry W.L.","56914446800;","Tuesday morning, february 25th, 1930 9:30 A. M. ritz‐carlton hotel, valencia room",1929,"General Science Quarterly","14","1",,"397","397",,,"10.1002/sce.3730140121","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944818701&doi=10.1002%2fsce.3730140121&partnerID=40&md5=521b05044925863d14ae32532f9f43a2",,"Eikenberry, W.L.",[No abstract available],,,,"Eikenberry, W.L.",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944818701
"Watkins R.K., Harty J.","56913816900;56913988200;","Apparatus available for physics instruction in northeast missouri high schools",1929,"General Science Quarterly","13","4",,"208","210",,,"10.1002/sce.3730130404","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944816780&doi=10.1002%2fsce.3730130404&partnerID=40&md5=639415132d3b0cbac7224b1fdaae2284","University of Missouri, United States; N. E. MO. State Teachers College, United States","Watkins, R.K., University of Missouri, United States; Harty, J., N. E. MO. State Teachers College, United States",[No abstract available],,,,"Watkins, R.K.; University of MissouriUnited States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944816780
[No author name available],[No author id available],"Supplementary material in biology",1929,"General Science Quarterly","14","1",,"361","364",,,"10.1002/sce.3730140112","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944816295&doi=10.1002%2fsce.3730140112&partnerID=40&md5=65effadb2b371a5ec52e890101e0b1c1",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944816295
"Downing E.R.","23082696700;","Techniques for the determination of basic principles in science courses",1929,"General Science Quarterly","14","1",,"298","303",,1,"10.1002/sce.3730140102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944812890&doi=10.1002%2fsce.3730140102&partnerID=40&md5=6d219431da57f62bd58052921391ee34","University of Chicago, United States","Downing, E.R., University of Chicago, United States",[No abstract available],,,,"Downing, E.R.; University of ChicagoUnited States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944812890
"Watkins R.K.","56913816900;","Some recent tendencies in teaching procedures for general science",1929,"General Science Quarterly","13","3",,"140","146",,,"10.1002/sce.3730130302","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944818246&doi=10.1002%2fsce.3730130302&partnerID=40&md5=0cdc7986d9f1756cbb3b76e503f4380e","University of Missouri, Columbia, Missouri, United States","Watkins, R.K., University of Missouri, Columbia, Missouri, United States",[No abstract available],,,,"Watkins, R.K.; University of Missouri, Columbia, Missouri, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944818246
[No author name available],[No author id available],"The freezing point of sulphuric acid and strength of solution",1929,"General Science Quarterly","14","1",,"303","303",,,"10.1002/sce.3730140103","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944825095&doi=10.1002%2fsce.3730140103&partnerID=40&md5=d42880eb48a023c10656bbafc962ad92",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944825095
"Horton R.E.","16050326100;","Measured outcomes of laboratory instruction",1929,"General Science Quarterly","14","1",,"311","319",,2,"10.1002/sce.3730140105","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34347222603&doi=10.1002%2fsce.3730140105&partnerID=40&md5=07897f151180c5255baee8709373e959","Seward Park High School, New York City, United States","Horton, R.E., Seward Park High School, New York City, United States",[No abstract available],,,,"Horton, R.E.; Seward Park High School, New York City, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-34347222603
"Bedell R.C.","56914581700;","A method of diagnosis and remedial treatment in general science",1929,"General Science Quarterly","13","4",,"260","266",,,"10.1002/sce.3730130412","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944819572&doi=10.1002%2fsce.3730130412&partnerID=40&md5=f5e0f4d6be68f9d628c9df7a57de361a","Southwest High School, Kansas City, Missouri, United States","Bedell, R.C., Southwest High School, Kansas City, Missouri, United States",[No abstract available],,,,"Bedell, R.C.; Southwest High School, Kansas City, Missouri, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944819572
[No author name available],[No author id available],"The nation honors edison on the forty‐ninth anniversary of the incandescent lamp",1929,"General Science Quarterly","13","2",,"113","113",,,"10.1002/sce.3730130210","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944817812&doi=10.1002%2fsce.3730130210&partnerID=40&md5=b73f46be5f0e79079aa388037b12fa1a",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944817812
"Keyes F.G.","56914223200;","The growth of general science in Boston",1929,"General Science Quarterly","13","2",,"82","85",,,"10.1002/sce.3730130204","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944827823&doi=10.1002%2fsce.3730130204&partnerID=40&md5=9a9b3247377bcc71939836868bb394f2","Washington Allston School, General Science News Boston Public Schools, United States","Keyes, F.G., Washington Allston School, General Science News Boston Public Schools, United States",[No abstract available],,,,"Keyes, F.G.; Washington Allston School, General Science News Boston Public SchoolsUnited States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944827823
"Heald F.E.","56914160700;","Biology in rural high schools correlated with farm, home and community",1929,"General Science Quarterly","13","4",,"216","227",,,"10.1002/sce.3730130406","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944825102&doi=10.1002%2fsce.3730130406&partnerID=40&md5=507b16cdcc7759c696c89be5680db650","Massachusetts Department of Education, United States","Heald, F.E., Massachusetts Department of Education, United States",[No abstract available],,,,"Heald, F.E.; Massachusetts Department of EducationUnited States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944825102
[No author name available],[No author id available],"Sanitary etiquette",1929,"General Science Quarterly","14","1",,"334","334",,,"10.1002/sce.3730140109","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944816092&doi=10.1002%2fsce.3730140109&partnerID=40&md5=7aac84535e1e41783e16afc6a58f4ba8",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944816092
[No author name available],[No author id available],"Science articles in current periodicals",1929,"General Science Quarterly","13","2",,"118","126",,,"10.1002/sce.3730130213","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944824250&doi=10.1002%2fsce.3730130213&partnerID=40&md5=a33b543cd92c477ae32500b3ad1b6dbc",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944824250
[No author name available],[No author id available],"Science articles in current periodicals",1929,"General Science Quarterly","13","3",,"188","192",,,"10.1002/sce.3730130312","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944814076&doi=10.1002%2fsce.3730130312&partnerID=40&md5=88a3fa9cf5c6ac57acbea8cc31e5310b",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944814076
"Persing E.C.","56914516900;","Supplementary aids in teaching general science",1929,"General Science Quarterly","13","3",,"155","160",,,"10.1002/sce.3730130305","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944824248&doi=10.1002%2fsce.3730130305&partnerID=40&md5=06a50754778e207c20c203c8a788a7f5","School of Education, Western Reserve University, Cleveland, Ohio, United States","Persing, E.C., School of Education, Western Reserve University, Cleveland, Ohio, United States",[No abstract available],,,,"Persing, E.C.; School of Education, Western Reserve University, Cleveland, Ohio, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944824248
"Hubbard H.D.","56914127400;","Wonderlands of tomorrow",1929,"General Science Quarterly","13","2",,"86","93",,,"10.1002/sce.3730130205","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944828723&doi=10.1002%2fsce.3730130205&partnerID=40&md5=317137ef6202e8063a7e3bd4eccb1545",,"Hubbard, H.D.",[No abstract available],,,,"Hubbard, H.D.",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944828723
"Hunt E.A.","56913846900;","Are you taking a trip abroad?",1929,"General Science Quarterly","13","4",,"227","229",,,"10.1002/sce.3730130407","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944825094&doi=10.1002%2fsce.3730130407&partnerID=40&md5=acd07ccc68a7deeecde4a0e4ae8d0ac5","State Normal School, Framingham, Massachusetts, United States","Hunt, E.A., State Normal School, Framingham, Massachusetts, United States",[No abstract available],,,,"Hunt, E.A.; State Normal School, Framingham, Massachusetts, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944825094
"Powers S.R.","16051721200;","Minutes of the second meeting of the national association for research in science teaching",1929,"General Science Quarterly","13","4",,"279","285",,,"10.1002/sce.3730130415","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944814687&doi=10.1002%2fsce.3730130415&partnerID=40&md5=6b1c6f30c3fbac07b78c18e58a8ef39f",,"Powers, S.R.",[No abstract available],,,,"Powers, S.R.",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944814687
"Dunbar H.W.","56914587100;","Grinding—and its service to the world",1929,"General Science Quarterly","13","3",,"167","179",,,"10.1002/sce.3730130308","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944818529&doi=10.1002%2fsce.3730130308&partnerID=40&md5=7aea0ccb072a2d2671a95021685d0254","Norton Company, Worcester, Massachusetts, United States","Dunbar, H.W., Norton Company, Worcester, Massachusetts, United States",[No abstract available],,,,"Dunbar, H.W.; Norton Company, Worcester, Massachusetts, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944818529
[No author name available],[No author id available],"What to make",1929,"General Science Quarterly","13","2",,"126","126",,,"10.1002/sce.3730130214","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944818476&doi=10.1002%2fsce.3730130214&partnerID=40&md5=d49e559f4cbed80bc6541665c1659640",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944818476
"Tower C.V.","56914233200;","A war of the centuries",1929,"General Science Quarterly","13","2",,"101","111",,,"10.1002/sce.3730130208","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944818250&doi=10.1002%2fsce.3730130208&partnerID=40&md5=99ae9d60b02d19dd7583725a3f238fb3",,"Tower, C.V.",[No abstract available],,,,"Tower, C.V.",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944818250
[No author name available],[No author id available],"Freckles frog: Stories for little folk",1929,"General Science Quarterly","14","1",,"365","381",,,"10.1002/sce.3730140113","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944816378&doi=10.1002%2fsce.3730140113&partnerID=40&md5=df705bcaf5e13a2bffab06d7ad8489af",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944816378
[No author name available],[No author id available],"United states leads the world in the utilization of its water‐power resources",1929,"General Science Quarterly","13","3",,"180","182",,,"10.1002/sce.3730130310","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944827828&doi=10.1002%2fsce.3730130310&partnerID=40&md5=2b4c78a691055cf430518e8f981dcf62",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944827828
"Webb H.A.","56969395100;","Variety, the spice of testing",1929,"General Science Quarterly","13","2",,"93","98",,,"10.1002/sce.3730130206","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944824245&doi=10.1002%2fsce.3730130206&partnerID=40&md5=7fea19799fbdea5a74de00160b64be44","George Peabody College for Teachers, United States","Webb, H.A., George Peabody College for Teachers, United States",[No abstract available],,,,"Webb, H.A.; George Peabody College for TeachersUnited States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944824245
"Moore F.W., Dykhouse C.J., Curtis F.D.","56913710400;56914588000;25955657900;","A study of the relative effectiveness of two methods of reporting laboratory exercises in general science",1929,"General Science Quarterly","13","4",,"229","235",,,"10.1002/sce.3730130408","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944813688&doi=10.1002%2fsce.3730130408&partnerID=40&md5=208f50d4e2af8abf3efe2855474fcc3b","High School, Owosso, Michigan, United States; High School, Plymouth, Michigan, United States; University of Michigan, United States","Moore, F.W., High School, Owosso, Michigan, United States; Dykhouse, C.J., High School, Plymouth, Michigan, United States; Curtis, F.D., University of Michigan, United States",[No abstract available],,,,"Moore, F.W.; High School, Owosso, Michigan, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944813688
"Cunningham H.A.","56914047600;","The activities of science teachers",1929,"General Science Quarterly","14","1",,"304","310",,,"10.1002/sce.3730140104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944819573&doi=10.1002%2fsce.3730140104&partnerID=40&md5=92d6f824e13346c50997ed5e62992515","Kent State College, Kent, Ohio, United States","Cunningham, H.A., Kent State College, Kent, Ohio, United States",[No abstract available],,,,"Cunningham, H.A.; Kent State College, Kent, Ohio, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944819573
"Cunningham H.A.","56914047600;","Character and value of existing tests, for pupils and teachers, in general science",1929,"General Science Quarterly","13","2",,"61","69",,,"10.1002/sce.3730130201","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944815968&doi=10.1002%2fsce.3730130201&partnerID=40&md5=142ee443d63ca5d20305dad4029dc8f8","Kent State Normal College, Kent, Ohio, United States","Cunningham, H.A., Kent State Normal College, Kent, Ohio, United States",[No abstract available],,,,"Cunningham, H.A.; Kent State Normal College, Kent, Ohio, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944815968
[No author name available],[No author id available],"An important merger in the amateur motion picture field—Q. R. S.‐DeVry corporation",1929,"General Science Quarterly","14","1",,"392","392",,,"10.1002/sce.3730140117","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944812203&doi=10.1002%2fsce.3730140117&partnerID=40&md5=dc6f3add1555e5ad45933fb9cdbd7734",,"",[No abstract available],,,,,,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944812203
"Young H.R.","56913690100;","Dayton C. Miller maintains ether‐drift belief",1929,"General Science Quarterly","13","3",,"153","154",,,"10.1002/sce.3730130304","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944814112&doi=10.1002%2fsce.3730130304&partnerID=40&md5=25407dc7e45fbd8e22ad9a9bcb00a4d8","Case School of Applied Science, Cleveland, Ohio, United States","Young, H.R., Case School of Applied Science, Cleveland, Ohio, United States",[No abstract available],,,,"Young, H.R.; Case School of Applied Science, Cleveland, Ohio, United States",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944814112
"Whitman W.G.","56914043700;","Science education",1929,"General Science Quarterly","13","4",,"195","198",,,"10.1002/sce.3730130401","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944816459&doi=10.1002%2fsce.3730130401&partnerID=40&md5=914ff8858847478717add48846f0593e",,"Whitman, W.G.",[No abstract available],,,,"Whitman, W.G.",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944816459
"Eikenberry W.L.","56914446800;","Program of the atlantic city meeting of the national association for research in science teaching: Monday morning, february 24th, 1930 9:30 a.m. ritz‐carlton hotel, valencia room",1929,"General Science Quarterly","14","1",,"395","395",,,"10.1002/sce.3730140119","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944818039&doi=10.1002%2fsce.3730140119&partnerID=40&md5=42af184f6f6981ab43ae9f7460729de4",,"Eikenberry, W.L.",[No abstract available],,,,"Eikenberry, W.L.",,,00970352,,,,"English","Sci. Educ.",Article,,Scopus,2-s2.0-84944818039
